id	filename	md5	size	state
0019c951-16c5-48d0-85c8-58d96b12d330	0019c951-16c5-48d0-85c8-58d96b12d330/ba295155-272e-43eb-9d6a-e4c9c392e68b.rna_seq.augmented_star_gene_counts.tsv	603d5a827abe6b3f4921f12dbcaeb25b	4251623	validated
00469928-b243-4cae-acd7-134508e99ceb	00469928-b243-4cae-acd7-134508e99ceb/2f51534b-248b-4999-bc3f-e42a2e98332e.rna_seq.augmented_star_gene_counts.tsv	e2fff70f2db6eaa2f2f6c5fc9e32f5ab	4232860	validated
010e405c-b91d-4046-898e-105d5830d9a9	010e405c-b91d-4046-898e-105d5830d9a9/7135f14b-e84f-4ebf-8d95-b2a3c843fd4d.rna_seq.augmented_star_gene_counts.tsv	ecf9f30604ded9b1132f8b425d6f5ba3	4243000	validated
02a0b95f-ea0f-4c0d-ba2d-9724ed9ad712	02a0b95f-ea0f-4c0d-ba2d-9724ed9ad712/5fd42405-ebfe-4210-bc2f-d8310e3e14ee.rna_seq.augmented_star_gene_counts.tsv	f8b1e5d2df5c02a8854a53bccae100e4	4246583	validated
040d00da-2bc9-49d4-bf6c-b4515b6a2bbf	040d00da-2bc9-49d4-bf6c-b4515b6a2bbf/d4f91697-1c39-4398-bf2f-85217a22ddff.rna_seq.augmented_star_gene_counts.tsv	6dcbb58195ba2563da2c63430cf3d018	4241540	validated
0437af11-bb89-4901-9764-bb410c2e94c5	0437af11-bb89-4901-9764-bb410c2e94c5/5a61d29b-5ae6-41b6-8842-865463f72990.rna_seq.augmented_star_gene_counts.tsv	99139f15a19876a3be51353113b92e77	4246686	validated
046fe29e-7c99-4093-8565-f2f205a00796	046fe29e-7c99-4093-8565-f2f205a00796/61f811cf-9dc1-4f48-ad62-c3ebfd1f0847.rna_seq.augmented_star_gene_counts.tsv	9279b8d7ff63ceede7a0374d05bb1da2	4243915	validated
04e03ae1-b2f3-446d-862d-172fea6320de	04e03ae1-b2f3-446d-862d-172fea6320de/58b399a0-3070-44aa-9a40-f0e2c0fea0fc.rna_seq.augmented_star_gene_counts.tsv	595a4c3f329ee1612c746f09ed07e137	4245525	validated
051a1102-a815-4b39-b903-80d8b4a2348f	051a1102-a815-4b39-b903-80d8b4a2348f/7caf8867-7cff-4dbd-b611-4748d86590a8.rna_seq.augmented_star_gene_counts.tsv	99c1cdd68d27572859aa05189515f00d	4253041	validated
06227b3b-56d0-4657-bb37-8f56a3dc15f7	06227b3b-56d0-4657-bb37-8f56a3dc15f7/3574e83f-a983-425b-9082-63d5a32c01d6.rna_seq.augmented_star_gene_counts.tsv	c6d971a258c32aec1cb6013e48754733	4235175	validated
0648c6fc-df6d-450a-a5a0-e5655febbdf1	0648c6fc-df6d-450a-a5a0-e5655febbdf1/f532a6be-de3e-420c-960a-23627589e7ad.rna_seq.augmented_star_gene_counts.tsv	e00657cea54665d6777e038af0d8c5f5	4231354	validated
08671bd5-f67a-46fa-979d-4aa40fb6575a	08671bd5-f67a-46fa-979d-4aa40fb6575a/ad01e71e-ed1f-4de6-81b5-8ef60f7a38d0.rna_seq.augmented_star_gene_counts.tsv	8f00e2443c6d7e4a89b17f8e29cc483e	4246136	validated
0877bc64-fbf4-427f-a889-21a4a9102600	0877bc64-fbf4-427f-a889-21a4a9102600/13cc2a80-d6fe-49ff-9868-c9eac6df3c5e.rna_seq.augmented_star_gene_counts.tsv	f2ec56a32acb013c5ceb714b8ddd3ed6	4223933	validated
0c0ddcd7-8b4c-4489-b642-e48c4ab4602a	0c0ddcd7-8b4c-4489-b642-e48c4ab4602a/d1ad6c3b-4e2a-40cd-b3e6-098b845d59cb.rna_seq.augmented_star_gene_counts.tsv	62d19a6352cd8df21b7e383299c2f1b4	4259629	validated
0e1999e0-9c02-4804-88b6-60b46d100739	0e1999e0-9c02-4804-88b6-60b46d100739/db5dab56-838e-4784-a7cf-f05296e356f7.rna_seq.augmented_star_gene_counts.tsv	331108d6b22c2bddaf114649f714c220	4250358	validated
0e56b380-a3d6-4e81-8299-9f8a62330d7b	0e56b380-a3d6-4e81-8299-9f8a62330d7b/f13d5df0-7293-4453-942f-2b49a3d33057.rna_seq.augmented_star_gene_counts.tsv	59158a70e6c542b0fa84cde9f815395d	4240992	validated
0e62a6d0-87a7-4efc-922f-753328694458	0e62a6d0-87a7-4efc-922f-753328694458/c5d4a1ed-8fd3-4435-96f5-ea5e56326f20.rna_seq.augmented_star_gene_counts.tsv	03dea9d6f5b93d78ef10ed8b91cb02ee	4271877	validated
0e89a7ce-aed2-4c74-9bdf-cf50793c73b6	0e89a7ce-aed2-4c74-9bdf-cf50793c73b6/f3f0919f-f9eb-4baf-aeef-c79fbafef237.rna_seq.augmented_star_gene_counts.tsv	57dadb18476b6c1b1781c93e883f7ff7	4250890	validated
0e9ea184-c4bc-43f0-817c-8a950008e4bd	0e9ea184-c4bc-43f0-817c-8a950008e4bd/470b6305-67ca-487c-b9b1-9b74f673f9fd.rna_seq.augmented_star_gene_counts.tsv	888bb7c8c91723098c532f29d545c4de	4253308	validated
111b2865-e7dc-45c9-b206-20b5713714bc	111b2865-e7dc-45c9-b206-20b5713714bc/6798cbfe-7aca-4f33-b4fc-162bf579a303.rna_seq.augmented_star_gene_counts.tsv	776f052bff7a529e379df6d137c7848e	4218584	validated
11396f70-0482-493b-b64f-60ce00c58837	11396f70-0482-493b-b64f-60ce00c58837/18294571-5fc3-4e68-8b31-5fc6a207639f.rna_seq.augmented_star_gene_counts.tsv	63aa6bf0ce1dfc31d5b637cd6b404291	4259281	validated
128bf144-f452-48af-941d-f6069e3bb0bb	128bf144-f452-48af-941d-f6069e3bb0bb/550812e9-ad67-4ae6-900e-572a051208a4.rna_seq.augmented_star_gene_counts.tsv	a6b10b08e2b9f9e9e70d9e2c13a0f9c1	4229900	validated
15f0e499-8d53-4e97-a392-334875d25cf4	15f0e499-8d53-4e97-a392-334875d25cf4/467bd108-f391-4dd1-92de-43879822400d.rna_seq.augmented_star_gene_counts.tsv	a449648688482afd89a2479495859fd1	4260296	validated
15f5f60a-13f0-41a2-8711-171d19c2903a	15f5f60a-13f0-41a2-8711-171d19c2903a/9c706e45-00da-42cd-933f-1f42f0b6942e.rna_seq.augmented_star_gene_counts.tsv	23d51e22d95865bd3b0961b4835cc2fc	4241664	validated
1873c44d-4dcb-41d3-8c3c-dec38f7ac3d1	1873c44d-4dcb-41d3-8c3c-dec38f7ac3d1/b69294e4-e359-43b3-b3df-04bf9401fb9e.rna_seq.augmented_star_gene_counts.tsv	88b9502169adc5264b69bb75c2173048	4228628	validated
1936f1a9-66bc-4e48-8189-f0e3a67a5593	1936f1a9-66bc-4e48-8189-f0e3a67a5593/674907a1-381a-4952-924a-52e2adf5ad19.rna_seq.augmented_star_gene_counts.tsv	773fc28929c9d51a08c52d2888c38c2f	4244911	validated
195c9f03-31c3-465a-ac58-3949246b173b	195c9f03-31c3-465a-ac58-3949246b173b/8f08cee9-a91f-4305-bf8d-efeee9cd386c.rna_seq.augmented_star_gene_counts.tsv	48e304f2d6da55850e80658c9c97f740	4256121	validated
19baf63b-8488-4b90-83b7-a6c671da0095	19baf63b-8488-4b90-83b7-a6c671da0095/9440b088-b04e-4417-9543-5001b0a2b217.rna_seq.augmented_star_gene_counts.tsv	99c301cba4be8a232ca1169c21f875ce	4247063	validated
1a4285b8-765b-4954-b9f2-dc8609572889	1a4285b8-765b-4954-b9f2-dc8609572889/61ad862c-0bd2-4fcd-a9e1-f42e8099bd81.rna_seq.augmented_star_gene_counts.tsv	b3cbab0d69ad2765c8ca1359446d9bb9	4248070	validated
1a4e1855-911d-4eb4-bc77-547bc3b8e063	1a4e1855-911d-4eb4-bc77-547bc3b8e063/ce76e826-0792-4dec-ace7-7efa3bb8db94.rna_seq.augmented_star_gene_counts.tsv	dea88e4fcab85a70ffa076924d5d703a	4232684	validated
1ab2be1b-4a61-480e-aa1b-eafab958f1f7	1ab2be1b-4a61-480e-aa1b-eafab958f1f7/aeee03c3-20b3-4f96-b686-52111ce99a63.rna_seq.augmented_star_gene_counts.tsv	59f7833753825e8bf3b0821a0a149e66	4248247	validated
1b65bcb7-8170-4eb8-af93-c547b984c571	1b65bcb7-8170-4eb8-af93-c547b984c571/ad502a9c-1f1a-4118-a8f9-2cffb9b0c610.rna_seq.augmented_star_gene_counts.tsv	a76a6ba060d463430185ef80bd9984bb	4248511	validated
1f5bbb4e-9b0e-4953-a360-83fd7b6a2267	1f5bbb4e-9b0e-4953-a360-83fd7b6a2267/d61a8ec1-aa99-41c3-8633-018cdb0ccb1a.rna_seq.augmented_star_gene_counts.tsv	5fea9da6efe4a400a7785171ecdaa734	4242522	validated
1f9a9190-4157-457e-9794-a9217d2aa2f8	1f9a9190-4157-457e-9794-a9217d2aa2f8/cf4160bb-9ef4-43c1-ac83-f6ca897101ee.rna_seq.augmented_star_gene_counts.tsv	a64d7559982aa695e38e6ba5b64b3b44	4248776	validated
2040d4e4-0ecb-4081-9478-9d2707833a1b	2040d4e4-0ecb-4081-9478-9d2707833a1b/10376443-40df-451a-91e5-6be34850558c.rna_seq.augmented_star_gene_counts.tsv	964354a7cb6390a22972920044ccd9e5	4228256	validated
